Delvinë, 634, 12, 3, AL, 39.95111000, 20.09778000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q372872
Divjakë, 631, 04, 3, AL, 40.99667000, 19.52944000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q1945622
Durrës, 639, DR, 3, AL, 41.32355000, 19.45469000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q83285
Durrës District, 639, DR, 3, AL, 41.31660000, 19.45000000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q37662
Ersekë, 630, 06, 3, AL, 40.33778000, 20.67889000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q18793
Fier, 631, 04, 3, AL, 40.72389000, 19.55611000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q190897
Fier-Çifçi, 631, 04, 3, AL, 40.71667000, 19.56667000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q22012402
Fushë-Arrëz, 626, SH, 3, AL, 42.06222000, 20.01667000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q22005048
Fushë-Krujë, 639, DR, 3, AL, 41.47833000, 19.71778000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q22012409
Gjinkar, 621, GJ, 3, AL, 40.19944000, 20.40611000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q155137
Gjirokastër, 621, GJ, 3, AL, 40.07583000, 20.13889000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q173690
Himarë, 634, 12, 3, AL, 40.10167000, 19.74472000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q5765138
Kamëz, 633, TR, 3, AL, 41.38167000, 19.76028000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q605160
Kavajë, 633, TR, 3, AL, 41.18556000, 19.55694000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q46702
Klos, 610, 09, 3, AL, 41.50694000, 20.08667000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q278613
Konispol, 634, 12, 3, AL, 39.65889000, 20.18139000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q18731
Koplik, 626, SH, 3, AL, 42.21361000, 19.43639000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q991288
Korçë, 630, 06, 3, AL, 40.61861000, 20.78083000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q116341
Krrabë, 633, TR, 3, AL, 41.21556000, 19.97139000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q22009668
Krujë, 639, DR, 3, AL, 41.50917000, 19.79278000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q194164
Krumë, 623, KU, 3, AL, 42.19694000, 20.41333000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q958899
Ksamil, 634, 12, 3, AL, 39.76889000, 19.99972000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q1790776
Kukës, 623, KU, 3, AL, 42.07694000, 20.42194000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q210197
Kurbnesh, 609, 08, 3, AL, 41.77972000, 20.08361000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q616927
Kuçovë, 629, BR, 3, AL, 40.80028000, 19.91667000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q18774
Këlcyrë, 621, GJ, 3, AL, 40.31306000, 20.18944000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q1007556
Lazarat, 621, GJ, 3, AL, 40.04667000, 20.14750000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q2713473
Laç, 609, 08, 3, AL, 41.63556000, 19.71306000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q18768
Leskovik, 630, 06, 3, AL, 40.15139000, 20.59722000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q18768
Lezhë, 609, 08, 3, AL, 41.78361000, 19.64361000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q169160
Libohovë, 621, GJ, 3, AL, 40.03111000, 20.26306000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q18738
Libonik, 630, 06, 3, AL, 40.70444000, 20.70861000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q628181
Lushnjë, 631, 04, 3, AL, 40.94194000, 19.70500000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q212680
Maliq, 630, 06, 3, AL, 40.70583000, 20.69972000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q772248
Mamurras, 609, 08, 3, AL, 41.57750000, 19.69222000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q991268
Mborje, 630, 06, 3, AL, 40.60333000, 20.80306000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q16347657
Memaliaj, 621, GJ, 3, AL, 40.35167000, 19.98028000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q18749
Milot, 609, 08, 3, AL, 41.68389000, 19.71556000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q18749
Orikum, 634, 12, 3, AL, 40.32528000, 19.47139000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q22009845
Patos, 631, 04, 3, AL, 40.68333000, 19.61944000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q18709
Patos Fshat, 631, 04, 3, AL, 40.64278000, 19.65083000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q13044035
Peshkopi, 610, 09, 3, AL, 41.68500000, 20.42889000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q223154
Pogradec, 630, 06, 3, AL, 40.90250000, 20.65250000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q73639
Poliçan, 629, BR, 3, AL, 40.61222000, 20.09806000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q18751
Pukë, 626, SH, 3, AL, 42.04444000, 19.89972000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q19310
Përmet, 621, GJ, 3, AL, 40.23361000, 20.35167000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q642856
Roskovec, 631, 04, 3, AL, 40.73750000, 19.70222000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q18746
Rrethi i Beratit, 629, BR, 3, AL, 40.66667000, 20.00000000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q202981
Rrethi i Bulqizës, 610, 09, 3, AL, 41.50000000, 20.33333000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q191872
Rrethi i Delvinës, 634, 12, 3, AL, 39.91667000, 20.08333000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q166959
Rrethi i Devollit, 630, 06, 3, AL, 40.58333000, 20.91667000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q192126
Rrethi i Dibrës, 610, 09, 3, AL, 41.75000000, 20.33333000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q192123
Rrethi i Hasit, 623, KU, 3, AL, 42.16667000, 20.33333000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q207007
Rrethi i Kavajës, 633, TR, 3, AL, 41.16667000, 19.58333000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q194182
Rrethi i Kolonjës, 630, 06, 3, AL, 40.25000000, 20.66667000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q194178
Rrethi i Krujës, 639, DR, 3, AL, 41.55000000, 19.75000000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q194178
Rrethi i Kukësit, 623, KU, 3, AL, 42.00000000, 20.33333000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q123395
Rrethi i Kurbinit, 609, 08, 3, AL, 41.63333000, 19.71667000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q123602
Rrethi i Kuçovës, 629, BR, 3, AL, 40.83333000, 19.91667000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q211946
Rrethi i Mallakastrës, 631, 04, 3, AL, 40.55000000, 19.78333000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q211946
Rrethi i Malësia e Madhe, 626, SH, 3, AL, 42.33333000, 19.58333000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q236845
Rrethi i Matit, 610, 09, 3, AL, 41.58333000, 20.08333000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q202665
Rrethi i Shkodrës, 626, SH, 3, AL, 42.06917000, 19.53506000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q194176
Rrethi i Skraparit, 629, BR, 3, AL, 40.55000000, 20.26667000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q194381
Rrethi i Tiranës, 633, TR, 3, AL, 41.33333000, 19.91667000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q201073
Rrogozhinë, 633, TR, 3, AL, 41.07639000, 19.66528000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q22008389
Rrëshen, 609, 08, 3, AL, 41.76750000, 19.87556000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q18737
Rubik, 609, 08, 3, AL, 41.77444000, 19.78611000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q19259
Sarandë, 634, 12, 3, AL, 39.87534000, 20.00477000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q193226
Selenicë, 634, 12, 3, AL, 40.53056000, 19.63583000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q134613
Shijak, 639, DR, 3, AL, 41.34556000, 19.56722000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q18791
Shkodër, 626, SH, 3, AL, 42.06828000, 19.51258000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q131638
Shëngjin, 609, 08, 3, AL, 41.81361000, 19.59389000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q606485
Sinaballaj, 633, TR, 3, AL, 41.06889000, 19.69944000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q602969
Sukth, 639, DR, 3, AL, 41.38056000, 19.53778000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q593557
Tepelenë, 621, GJ, 3, AL, 40.29583000, 20.01917000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q81631
Tirana, 633, TR, 3, AL, 41.32750000, 19.81889000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q19689
Ulëz, 610, 09, 3, AL, 41.68278000, 19.89333000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q2542462
Ura Vajgurore, 629, BR, 3, AL, 40.76889000, 19.87778000, 2019-10-05 23:58:08, 2019-10-05 23:58:08, 1, Q1524575
Vau i Dejës, 626, SH, 3, AL, 42.01000000, 19.62472000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q1787536
Velçan, 630, 06, 3, AL, 40.95472000, 20.46222000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q285899
Vlorë, 634, 12, 3, AL, 40.46860000, 19.48318000, 2019-10-05 23:58:08, 2020-05-01 18:52:32, 1, Q159610
Vorë, 633, TR, 3, AL, 41.39083000, 19.65500000, 2019-10-05 23:58:09, 2020-05-01 18:52:32, 1, Q22007611
Voskopojë, 630, 06, 3, AL, 40.63306000, 20.58889000, 2019-10-05 23:58:09, 2020-05-01 18:52:32, 1, Q757298
Vukatanë, 626, SH, 3, AL, 42.02806000, 19.54778000, 2019-10-05 23:58:09, 2020-05-01 18:52:32, 1, Q757298
Çorovodë, 629, BR, 3, AL, 40.50417000, 20.22722000, 2019-10-05 23:58:09, 2020-05-01 18:52:32, 1, Q19307
Abovyan, 2033, KT, 12, AM, 40.27368000, 44.63348000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q31493
Abovyan, 2024, AR, 12, AM, 40.04851000, 44.54742000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2379896
Agarak, 2029, LO, 12, AM, 41.01072000, 44.46845000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q590469
Agarak, 2027, SU, 12, AM, 39.20684000, 46.54460000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2059513
Agarakadzor, 2025, VD, 12, AM, 39.73608000, 45.35553000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q1955941
Agarakavan, 2023, AG, 12, AM, 40.33069000, 44.07233000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2667087
Aghavnadzor, 2033, KT, 12, AM, 40.58195000, 44.69581000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2303688
Aghavnadzor, 2025, VD, 12, AM, 39.78607000, 45.22790000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2422770
Aghavnatun, 2026, AV, 12, AM, 40.23330000, 44.25295000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2626777
Akht’ala, 2029, LO, 12, AM, 41.16838000, 44.75811000, 2019-10-05 23:58:09, 2020-05-01 18:52:33, 1, Q7921347
Akhuryan, 2031, SH, 12, AM, 40.78003000, 43.90027000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q1958096
Aknalich, 2026, AV, 12, AM, 40.14728000, 44.16669000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q1144641
Aknashen, 2026, AV, 12, AM, 40.09551000, 44.28604000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2630421
Akner, 2027, SU, 12, AM, 39.53491000, 46.30732000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2630421
Akunk’, 2033, KT, 12, AM, 40.26672000, 44.68610000, 2019-10-05 23:58:09, 2020-05-01 18:52:33, 1, Q590561
Akunk’, 2028, GR, 12, AM, 40.15886000, 45.72568000, 2019-10-05 23:58:09, 2020-05-01 18:52:33, 1, Q590913
Alashkert, 2026, AV, 12, AM, 40.10712000, 44.05108000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2222204
Alaverdi, 2029, LO, 12, AM, 41.09766000, 44.67316000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q39545
Amasia, 2031, SH, 12, AM, 40.95442000, 43.78720000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2672566
Angeghakot’, 2027, SU, 12, AM, 39.56952000, 45.94452000, 2019-10-05 23:58:09, 2020-05-01 18:52:33, 1, Q590508
Anushavan, 2031, SH, 12, AM, 40.65008000, 43.98053000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2222886
Apaga, 2026, AV, 12, AM, 40.09729000, 44.25293000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2222226
Aparan, 2023, AG, 12, AM, 40.59323000, 44.35890000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q39618
Arabkir, 2030, ER, 12, AM, 40.20549000, 44.50699000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q39618
Aragats, 2023, AG, 12, AM, 40.48889000, 44.35290000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2670427
Arak’s, 2026, AV, 12, AM, 40.05548000, 44.30292000, 2019-10-05 23:58:09, 2020-05-01 18:52:33, 1, Q1142800
Aralez, 2024, AR, 12, AM, 39.90008000, 44.65570000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q338107
Aramus, 2033, KT, 12, AM, 40.25095000, 44.66351000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2006361
Ararat, 2024, AR, 12, AM, 39.83069000, 44.70569000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q39504
Arazap’, 2026, AV, 12, AM, 40.04169000, 44.14728000, 2019-10-05 23:58:09, 2020-05-01 18:52:33, 1, Q1142763
Arbat’, 2026, AV, 12, AM, 40.13892000, 44.40289000, 2019-10-05 23:58:09, 2020-05-01 18:52:33, 1, Q2626761
Archis, 2032, TV, 12, AM, 41.16351000, 44.87631000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q33901
Areni, 2025, VD, 12, AM, 39.71668000, 45.18329000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q207291
Arevabuyr, 2024, AR, 12, AM, 40.03607000, 44.46948000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2630431
Arevashat, 2026, AV, 12, AM, 40.14447000, 44.37512000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2667172
Arevashogh, 2029, LO, 12, AM, 40.86039000, 44.27438000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2222733
Arevik, 2026, AV, 12, AM, 40.10010000, 44.09448000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2639886
Arevik, 2031, SH, 12, AM, 40.74170000, 43.90430000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2639707
Arevshat, 2024, AR, 12, AM, 40.03963000, 44.54179000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q1994619
Arevshat, 2031, SH, 12, AM, 40.65345000, 44.04419000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2222710
Argavand, 2030, ER, 12, AM, 40.15289000, 44.43890000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q1142867
Argavand, 2026, AV, 12, AM, 40.06110000, 44.09448000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q1142775
Argel, 2033, KT, 12, AM, 40.37793000, 44.60010000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2006382
Armash, 2024, AR, 12, AM, 39.76672000, 44.81110000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2667041
Armavir, 2026, AV, 12, AM, 40.15446000, 44.03815000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q15771
Arrap’i, 2031, SH, 12, AM, 40.78276000, 43.80583000, 2019-10-05 23:58:09, 2020-05-01 18:52:33, 1, Q2640112
Arshaluys, 2026, AV, 12, AM, 40.16949000, 44.21393000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2221680
Artashat, 2024, AR, 12, AM, 39.96144000, 44.54447000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q39560
Arteni, 2023, AG, 12, AM, 40.29730000, 43.76672000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q959197
Artimet, 2026, AV, 12, AM, 40.15008000, 44.26672000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q1142786
Artsvaberd, 2032, TV, 12, AM, 40.83947000, 45.47033000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2672592
Arzakan, 2033, KT, 12, AM, 40.45007000, 44.60828000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2670437
Arzni, 2033, KT, 12, AM, 40.29730000, 44.59869000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2595265
Ashnak, 2023, AG, 12, AM, 40.33069000, 43.91669000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2535262
Ashtarak, 2023, AG, 12, AM, 40.29910000, 44.36204000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q39510
Astghadzor, 2028, GR, 12, AM, 40.12231000, 45.35553000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2636216
Avshar, 2024, AR, 12, AM, 39.85553000, 44.65832000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q1446028
Aygavan, 2024, AR, 12, AM, 39.87327000, 44.66984000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2631545
Aygehovit, 2032, TV, 12, AM, 40.97951000, 45.25033000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2672616
Aygek, 2026, AV, 12, AM, 40.18890000, 44.38611000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q1142804
Aygepat, 2024, AR, 12, AM, 39.95845000, 44.59981000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2535569
Aygeshat, 2026, AV, 12, AM, 40.07507000, 44.06110000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q764724
Aygestan, 2024, AR, 12, AM, 40.00293000, 44.55829000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2667073
Aygezard, 2024, AR, 12, AM, 39.95436000, 44.60229000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2535651
Azatamut, 2032, TV, 12, AM, 40.98204000, 45.18551000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2536393
Azatan, 2031, SH, 12, AM, 40.71959000, 43.82727000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2657939
Baghramyan, 2026, AV, 12, AM, 40.19452000, 44.36951000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q1142982
Bagratashen, 2032, TV, 12, AM, 41.24358000, 44.81737000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q33812
Balahovit, 2033, KT, 12, AM, 40.25153000, 44.60828000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q1921847
Bambakashat, 2026, AV, 12, AM, 40.10828000, 44.01947000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q744617
Bardzrashen, 2024, AR, 12, AM, 40.08533000, 44.57957000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2222235
Basen, 2031, SH, 12, AM, 40.75767000, 43.99274000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q738164
Bazum, 2029, LO, 12, AM, 40.86763000, 44.43978000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q785295
Berd, 2032, TV, 12, AM, 40.88135000, 45.38901000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q1886688
Berdavan, 2032, TV, 12, AM, 41.20503000, 44.99967000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q33876
Berk’anush, 2024, AR, 12, AM, 39.97790000, 44.51672000, 2019-10-05 23:58:09, 2020-05-01 18:52:33, 1, Q2631503
Bjni, 2033, KT, 12, AM, 40.45831000, 44.65008000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q1280781
Brrnakot’, 2027, SU, 12, AM, 39.49742000, 45.97241000, 2019-10-05 23:58:09, 2020-05-01 18:52:33, 1, Q713488
Burastan, 2024, AR, 12, AM, 39.99157000, 44.49681000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2635578
Buzhakan, 2033, KT, 12, AM, 40.45569000, 44.51947000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q1922515
Byurakan, 2023, AG, 12, AM, 40.33894000, 44.27275000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2305036
Byuravan, 2024, AR, 12, AM, 40.01604000, 44.51889000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q2631973
Byureghavan, 2033, KT, 12, AM, 40.31417000, 44.59333000, 2019-10-05 23:58:09, 2019-10-05 23:58:09, 1, Q1752731
Chambarak, 2028, GR, 12, AM, 40.59655000, 45.35498000, 2019-10-05 23:58:10, 2019-10-05 23:58:10, 1, Q1024822
Chochkan, 2029, LO, 12, AM, 41.18118000, 44.83217000, 2019-10-05 23:58:10, 2019-10-05 23:58:10, 1, Q1921917
Dalar, 2024, AR, 12, AM, 39.97653000, 44.52649000, 2019-10-05 23:58:10, 2019-10-05 23:58:10, 1, Q2631533
Dalarik, 2026, AV, 12, AM, 40.22790000, 43.87793000, 2019-10-05 23:58:10, 2019-10-05 23:58:10, 1, Q2272491
Darakert, 2024, AR, 12, AM, 40.10553000, 44.41388000, 2019-10-05 23:58:10, 2019-10-05 23:58:10, 1, Q2313566
Darpas, 2029, LO, 12, AM, 40.83674000, 44.42494000, 2019-10-05 23:58:10, 2019-10-05 23:58:10, 1, Q1920811
Dashtavan, 2024, AR, 12, AM, 40.10010000, 44.39172000, 2019-10-05 23:58:10, 2019-10-05 23:58:10, 1, Q2632039
Ddmashen, 2028, GR, 12, AM, 40.57028000, 44.82295000, 2019-10-05 23:58:10, 2019-10-05 23:58:10, 1, Q1528594
Dilijan, 2032, TV, 12, AM, 40.74170000, 44.85010000, 2019-10-05 23:58:10, 2019-10-05 23:58:10, 1, Q39569
Dimitrov, 2024, AR, 12, AM, 40.00848000, 44.49170000, 2019-10-05 23:58:10, 2019-10-05 23:58:10, 1, Q2455209
Doghs, 2026, AV, 12, AM, 40.22229000, 44.27228000, 2019-10-05 23:58:10, 2019-10-05 23:58:10, 1, Q2222192
Drakhtik, 2028, GR, 12, AM, 40.56497000, 45.23670000, 2019-10-05 23:58:10, 2019-10-05 23:58:10, 1, Q1024548
Dsegh, 2029, LO, 12, AM, 40.96170000, 44.65003000, 2019-10-05 23:58:10, 2019-10-05 23:58:10, 1, Q2636324
Dvin, 2024, AR, 12, AM, 40.01984000, 44.58376000, 2019-10-05 23:58:10, 2019-10-05 23:58:10, 1, Q1774051
Dzit’hank’ov, 2031, SH, 12, AM, 40.50848000, 43.82092000, 2019-10-05 23:58:10, 2020-05-01 18:52:33, 1, Q2017927
Dzoraghbyur, 2033, KT, 12, AM, 40.20412000, 44.64150000, 2019-10-05 23:58:10, 2019-10-05 23:58:10, 1, Q2636363
Dzoragyugh, 2028, GR, 12, AM, 40.16957000, 45.18337000, 2019-10-05 23:58:10, 2019-10-05 23:58:10, 1, Q2636104
Dzorastan, 2027, SU, 12, AM, 39.27059000, 46.35720000, 2019-10-05 23:58:10, 2019-10-05 23:58:10, 1, Q2701470
Fantan, 2033, KT, 12, AM, 40.39447000, 44.68610000, 2019-10-05 23:58:10, 2019-10-05 23:58:10, 1, Q2485210
Fioletovo, 2029, LO, 12, AM, 40.72241000, 44.71769000, 2019-10-05 23:58:10, 2019-10-05 23:58:10, 1, Q640674
Gagarin, 2028, GR, 12, AM, 40.54026000, 44.86962000, 2019-10-05 23:58:10, 2019-10-05 23:58:10, 1, Q5516814
Gandzak, 2028, GR, 12, AM, 40.31472000, 45.11139000, 2019-10-05 23:58:10, 2019-10-05 23:58:10, 1, Q1528536
Garrni, 2033, KT, 12, AM, 40.11931000, 44.73442000, 2019-10-05 23:58:10, 2019-10-05 23:58:10, 1, Q1010273
Gavarr, 2028, GR, 12, AM, 40.35398000, 45.12386000, 2019-10-05 23:58:10, 2019-10-05 23:58:10, 1, Q39565
Gay, 2026, AV, 12, AM, 40.08444000, 44.30528000, 2019-10-05 23:58:10, 2019-10-05 23:58:10, 1, Q2001183
Geghakert, 2026, AV, 12, AM, 40.18516000, 44.24331000, 2019-10-05 23:58:10, 2019-10-05 23:58:10, 1, Q2389968
Geghamasar, 2028, GR, 12, AM, 40.31091000, 45.67924000, 2019-10-05 23:58:10, 2019-10-05 23:58:10, 1, Q930125
Geghamavan, 2028, GR, 12, AM, 40.56250000, 44.88892000, 2019-10-05 23:58:10, 2019-10-05 23:58:10, 1, Q1528439
Geghanist, 2026, AV, 12, AM, 40.14587000, 44.43048000, 2019-10-05 23:58:10, 2019-10-05 23:58:10, 1, Q633723
Getap’, 2025, VD, 12, AM, 39.76392000, 45.30829000, 2019-10-05 23:58:10, 2020-05-01 18:52:33, 1, Q2536601
Getashen, 2026, AV, 12, AM, 40.04449000, 43.94171000, 2019-10-05 23:58:10, 2019-10-05 23:58:10, 1, Q1144653
